#lineslist	Inci 1215.00A 	C  4 1550.77A 	H  1 4861.32A 	H  1 6562.80A 	C  3 1908.73A 
iteration 5	1.8104e+12	2.5515e+09	2.4833e+08	3.0120e+08	2.1972e+03
iteration 5	3.2194e+12	1.4743e+09	2.8827e+08	3.2583e+08	4.2244e+02
iteration 5	5.7251e+12	9.5414e+08	3.5932e+08	3.7633e+08	4.0898e+01
iteration 4	1.0181e+13	2.3856e+08	4.1015e+08	4.4984e+08	3.9437e-01
iteration 4	1.8104e+13	3.2674e+06	2.9017e+08	5.0037e+08	9.3143e-04
iteration 4	1.8104e+06	0.0000e+00	1.3394e+05	1.0487e+06	5.8880e+00
iteration 4	3.2194e+06	2.2704e-03	3.5818e+05	1.9976e+06	1.1504e+01
iteration 4	5.7251e+06	1.8804e-02	8.2817e+05	3.3078e+06	2.0240e+01
iteration 4	1.0181e+07	1.8018e-01	1.5815e+06	4.9149e+06	3.7182e+01
iteration 4	1.8104e+07	1.9207e+00	2.5860e+06	6.8232e+06	8.1174e+01
iteration 3	3.2194e+07	2.1886e+01	3.8220e+06	9.1266e+06	2.2833e+02
iteration 3	5.7251e+07	3.3175e+02	5.3365e+06	1.1992e+07	8.6684e+02
iteration 3	1.0181e+08	4.8457e+03	7.2868e+06	1.5669e+07	4.1366e+03
iteration 4	1.8104e+08	5.9723e+04	9.8197e+06	2.0441e+07	2.0819e+04
iteration 4	3.2194e+08	6.3929e+05	1.2958e+07	2.6651e+07	9.0894e+04
iteration 4	5.7251e+08	5.0992e+06	1.6747e+07	3.4252e+07	3.0783e+05
iteration 4	1.0181e+09	2.6777e+07	2.1167e+07	4.3354e+07	8.1019e+05
iteration 4	1.8104e+09	9.1490e+07	2.6320e+07	5.4265e+07	1.7761e+06
iteration 4	3.2194e+09	2.1628e+08	3.2282e+07	6.7704e+07	3.4028e+06
iteration 4	5.7251e+09	4.1752e+08	3.9672e+07	8.4899e+07	5.6028e+06
iteration 4	1.0181e+10	7.0607e+08	4.8734e+07	1.0695e+08	7.8677e+06
iteration 4	1.8104e+10	1.0998e+09	6.1433e+07	1.3595e+08	9.7586e+06
iteration 4	3.2194e+10	1.6119e+09	7.5354e+07	1.6867e+08	1.1472e+07
iteration 4	5.7251e+10	2.2221e+09	9.4682e+07	2.0578e+08	1.4200e+07
iteration 7	1.0181e+11	2.9278e+09	1.1161e+08	2.1818e+08	2.0871e+07
iteration 5	1.8104e+11	3.7657e+09	1.5300e+08	2.2499e+08	5.2474e+07
iteration 5	3.2194e+11	5.0579e+09	1.4345e+08	1.9234e+08	1.1443e+08
iteration 5	5.7251e+11	6.8205e+09	1.6676e+08	2.0226e+08	1.1207e+07
iteration 5	1.0181e+12	6.7360e+09	2.2496e+08	2.6126e+08	6.9930e+04
iteration 5	1.8104e+12	6.1408e+09	2.8385e+08	3.5856e+08	9.8665e+03
iteration 5	3.2194e+12	4.3554e+09	3.2745e+08	3.4167e+08	1.9721e+03
iteration 5	5.7251e+12	2.5992e+09	3.9510e+08	3.7639e+08	3.6710e+02
iteration 5	1.0181e+13	1.6760e+09	5.1786e+08	4.5823e+08	3.4877e+01
iteration 4	1.8104e+13	3.6878e+08	6.2304e+08	5.8253e+08	3.1232e-01
iteration 4	1.8104e+06	0.0000e+00	1.3387e+05	1.0435e+06	2.4840e+00
iteration 4	3.2194e+06	0.0000e+00	3.5681e+05	1.9843e+06	4.9554e+00
iteration 4	5.7251e+06	3.3794e-03	8.3460e+05	3.3104e+06	8.7240e+00
iteration 4	1.0181e+07	3.1611e-02	1.6235e+06	4.9714e+06	1.5398e+01
iteration 4	1.8104e+07	3.3668e-01	2.7525e+06	6.9940e+06	3.0367e+01
iteration 3	3.2194e+07	3.8848e+00	4.1926e+06	9.4345e+06	7.2261e+01
iteration 3	5.7251e+07	4.7138e+01	5.9323e+06	1.2392e+07	2.2218e+02
iteration 3	1.0181e+08	6.7192e+02	8.1080e+06	1.6026e+07	8.9657e+02
iteration 3	1.8104e+08	9.1020e+03	1.0959e+07	2.0670e+07	4.3378e+03
iteration 4	3.2194e+08	1.0912e+05	1.4584e+07	2.6724e+07	2.1704e+04
iteration 4	5.7251e+08	1.1652e+06	1.9107e+07	3.4354e+07	9.4508e+04
iteration 4	1.0181e+09	9.1951e+06	2.4484e+07	4.3677e+07	3.2026e+05
iteration 4	1.8104e+09	4.6684e+07	3.0759e+07	5.4670e+07	8.5614e+05
iteration 4	3.2194e+09	1.4850e+08	3.7994e+07	6.7902e+07	1.9203e+06
iteration 4	5.7251e+09	3.2635e+08	4.6670e+07	8.4115e+07	3.7326e+06
iteration 4	1.0181e+10	5.9249e+08	5.7373e+07	1.0482e+08	6.1827e+06
iteration 4	1.8104e+10	9.5333e+08	7.0784e+07	1.3293e+08	8.7631e+06
iteration 4	3.2194e+10	1.4400e+09	8.9477e+07	1.6872e+08	1.1061e+07
iteration 4	5.7251e+10	2.0868e+09	1.1188e+08	2.1251e+08	1.3285e+07
iteration 4	1.0181e+11	2.8701e+09	1.4183e+08	2.6050e+08	1.7140e+07
iteration 6	1.8104e+11	3.8086e+09	1.6474e+08	2.6780e+08	2.8003e+07
iteration 5	3.2194e+11	5.0351e+09	2.0158e+08	2.5926e+08	7.1098e+07
iteration 5	5.7251e+11	6.9276e+09	2.0110e+08	2.3267e+08	1.2692e+08
iteration 5	1.0181e+12	9.1603e+09	2.2236e+08	2.3867e+08	9.0191e+06
iteration 5	1.8104e+12	9.5060e+09	2.9437e+08	2.7962e+08	5.2658e+04
iteration 5	3.2194e+12	9.5988e+09	3.7978e+08	3.6729e+08	8.7784e+03
iteration 5	5.7251e+12	7.2590e+09	4.6078e+08	4.1874e+08	1.7644e+03
iteration 5	1.0181e+13	4.5115e+09	5.7332e+08	4.5841e+08	3.1403e+02
iteration 5	1.8104e+13	2.9221e+09	7.8211e+08	5.9336e+08	2.8915e+01
iteration 4	1.8104e+06	0.0000e+00	1.2949e+05	1.0196e+06	1.0239e+00
iteration 4	3.2194e+06	0.0000e+00	3.4463e+05	1.9452e+06	2.1217e+00
iteration 4	5.7251e+06	0.0000e+00	8.1565e+05	3.2813e+06	3.8434e+00
iteration 4	1.0181e+07	5.3601e-03	1.6412e+06	4.9961e+06	6.7403e+00
iteration 4	1.8104e+07	5.6843e-02	2.8823e+06	7.1421e+06	1.2672e+01
iteration 4	3.2194e+07	6.5756e-01	4.5646e+06	9.8008e+06	2.7219e+01
iteration 3	5.7251e+07	7.9736e+00	6.6930e+06	1.3032e+07	7.0739e+01
iteration 3	1.0181e+08	9.7048e+01	9.2426e+06	1.6916e+07	2.3471e+02
iteration 3	1.8104e+08	1.2779e+03	1.2431e+07	2.1653e+07	9.7154e+02
iteration 3	3.2194e+08	1.6164e+04	1.6673e+07	2.7659e+07	4.5974e+03
iteration 4	5.7251e+08	1.8901e+05	2.2114e+07	3.5431e+07	2.2452e+04
iteration 4	1.0181e+09	2.0083e+06	2.8894e+07	4.5155e+07	9.7010e+04
iteration 4	1.8104e+09	1.5773e+07	3.7003e+07	5.6953e+07	3.3153e+05
iteration 4	3.2194e+09	7.6841e+07	4.6368e+07	7.0855e+07	9.0592e+05
iteration 4	5.7251e+09	2.2827e+08	5.7314e+07	8.7514e+07	2.0821e+06
iteration 4	1.0181e+10	4.7052e+08	7.0755e+07	1.0828e+08	4.1032e+06
iteration 4	1.8104e+10	8.0752e+08	8.7755e+07	1.3538e+08	6.8932e+06
iteration 4	3.2194e+10	1.2428e+09	1.0986e+08	1.7173e+08	1.0025e+07
iteration 4	5.7251e+10	1.8485e+09	1.4271e+08	2.2428e+08	1.3093e+07
iteration 4	1.0181e+11	2.6737e+09	1.7687e+08	2.8178e+08	1.6466e+07
iteration 4	1.8104e+11	3.7025e+09	2.2318e+08	3.4273e+08	2.3163e+07
iteration 6	3.2194e+11	5.0036e+09	2.6591e+08	3.4897e+08	4.2905e+07
iteration 5	5.7251e+11	6.8152e+09	3.0261e+08	3.2673e+08	1.0695e+08
iteration 5	1.0181e+12	9.6299e+09	2.9899e+08	2.9393e+08	1.4849e+08
iteration 6	1.8104e+12	1.2446e+10	3.5953e+08	3.1455e+08	7.5730e+06
iteration 5	3.2194e+12	1.3705e+10	4.5913e+08	4.0669e+08	4.6601e+04
iteration 5	5.7251e+12	1.4649e+10	5.5928e+08	4.6816e+08	8.0373e+03
iteration 5	1.0181e+13	1.1817e+10	6.7325e+08	5.0213e+08	1.5813e+03
iteration 5	1.8104e+13	7.6914e+09	8.7910e+08	6.0977e+08	2.6439e+02
iteration 4	1.8104e+06	0.0000e+00	1.2277e+05	9.8059e+05	4.0967e-01
iteration 4	3.2194e+06	0.0000e+00	3.2426e+05	1.8838e+06	8.9485e-01
iteration 4	5.7251e+06	0.0000e+00	7.7831e+05	3.2224e+06	1.6973e+00
iteration 4	1.0181e+07	0.0000e+00	1.6188e+06	4.9893e+06	3.0377e+00
iteration 4	1.8104e+07	9.3280e-03	2.9581e+06	7.2473e+06	5.6373e+00
iteration 4	3.2194e+07	1.0994e-01	4.8986e+06	1.0128e+07	1.1486e+01
iteration 4	5.7251e+07	1.3329e+00	7.4688e+06	1.3748e+07	2.6863e+01
iteration 3	1.0181e+08	1.6569e+01	1.0664e+07	1.8160e+07	7.5920e+01
iteration 3	1.8104e+08	1.9334e+02	1.4468e+07	2.3436e+07	2.6606e+02
iteration 3	3.2194e+08	2.3740e+03	1.9192e+07	2.9809e+07	1.1021e+03
iteration 3	5.7251e+08	2.8510e+04	2.5542e+07	3.7876e+07	5.0622e+03
iteration 3	1.0181e+09	3.2165e+05	3.4180e+07	4.8313e+07	2.3884e+04
iteration 3	1.8104e+09	3.3508e+06	4.4717e+07	6.1534e+07	1.0150e+05
iteration 3	3.2194e+09	2.5862e+07	5.7640e+07	7.7219e+07	3.4918e+05
iteration 3	5.7251e+09	1.1960e+08	7.2855e+07	9.6405e+07	9.7182e+05
iteration 3	1.0181e+10	3.3434e+08	9.1355e+07	1.1982e+08	2.2751e+06
iteration 3	1.8104e+10	6.5620e+08	1.1477e+08	1.4958e+08	4.5490e+06
iteration 3	3.2194e+10	1.0763e+09	1.4335e+08	1.8738e+08	7.8300e+06
iteration 3	5.7251e+10	1.6145e+09	1.7774e+08	2.3479e+08	1.1818e+07
iteration 3	1.0181e+11	2.3831e+09	2.2651e+08	3.0362e+08	1.6297e+07
iteration 4	1.8104e+11	3.4627e+09	2.9447e+08	3.9554e+08	2.2432e+07
iteration 4	3.2194e+11	4.8610e+09	3.7060e+08	4.7363e+08	3.5768e+07
iteration 6	5.7251e+11	6.7273e+09	4.2825e+08	4.6579e+08	7.3243e+07
iteration 5	1.0181e+12	9.4438e+09	4.6023e+08	4.2367e+08	1.7258e+08
iteration 5	1.8104e+12	1.3637e+10	4.8315e+08	3.9605e+08	1.9572e+08
iteration 5	3.2194e+12	1.7348e+10	5.1811e+08	4.0104e+08	8.2908e+06
iteration 5	5.7251e+12	1.9635e+10	6.8687e+08	4.7327e+08	4.3893e+04
iteration 5	1.0181e+13	2.2012e+10	8.5982e+08	6.0421e+08	7.3652e+03
iteration 5	1.8104e+13	1.8777e+10	1.0304e+09	6.5497e+08	1.4053e+03
iteration 4	1.8104e+06	0.0000e+00	1.1481e+05	9.2834e+05	1.5801e-01
iteration 4	3.2194e+06	0.0000e+00	2.9859e+05	1.8006e+06	3.6782e-01
iteration 4	5.7251e+06	0.0000e+00	7.2720e+05	3.1309e+06	7.3866e-01
iteration 4	1.0181e+07	0.0000e+00	1.5615e+06	4.9457e+06	1.3759e+00
iteration 4	1.8104e+07	0.0000e+00	2.9662e+06	7.3180e+06	2.5821e+00
iteration 4	3.2194e+07	1.6582e-02	5.1188e+06	1.0406e+07	5.1664e+00
iteration 4	5.7251e+07	2.3085e-01	8.1559e+06	1.4408e+07	1.1400e+01
iteration 4	1.0181e+08	2.8424e+00	1.2087e+07	1.9475e+07	2.9001e+01
iteration 4	1.8104e+08	3.4867e+01	1.6875e+07	2.5714e+07	8.8625e+01
iteration 3	3.2194e+08	3.9786e+02	2.2602e+07	3.3173e+07	3.2549e+02
iteration 3	5.7251e+08	4.7689e+03	2.9749e+07	4.2178e+07	1.3698e+03
iteration 3	1.0181e+09	5.5488e+04	3.9395e+07	5.3547e+07	6.2117e+03
iteration 3	1.8104e+09	5.9279e+05	5.2939e+07	6.8222e+07	2.8093e+04
iteration 3	3.2194e+09	5.8184e+06	6.9981e+07	8.6697e+07	1.1484e+05
iteration 3	5.7251e+09	4.2275e+07	9.1038e+07	1.0889e+08	3.8890e+05
iteration 3	1.0181e+10	1.8248e+08	1.1606e+08	1.3596e+08	1.0828e+06
iteration 3	1.8104e+10	4.8517e+08	1.4733e+08	1.7047e+08	2.5463e+06
iteration 3	3.2194e+10	9.2388e+08	1.8547e+08	2.1128e+08	5.1508e+06
iteration 3	5.7251e+10	1.4806e+09	2.3717e+08	2.6948e+08	9.1184e+06
iteration 3	1.0181e+11	2.1865e+09	2.9588e+08	3.3946e+08	1.4514e+07
iteration 3	1.8104e+11	3.1931e+09	3.8506e+08	4.4721e+08	2.1828e+07
iteration 4	3.2194e+11	4.6593e+09	5.0708e+08	5.8689e+08	3.3984e+07
iteration 4	5.7251e+11	6.6394e+09	6.4797e+08	6.8806e+08	6.1831e+07
iteration 5	1.0181e+12	9.3743e+09	6.8149e+08	6.3403e+08	1.3582e+08
iteration 5	1.8104e+12	1.3464e+10	7.7730e+08	6.0028e+08	2.8828e+08
iteration 5	3.2194e+12	1.9531e+10	7.7340e+08	5.5208e+08	2.8865e+08
iteration 5	5.7251e+12	2.4835e+10	8.5590e+08	5.6879e+08	1.2158e+07
iteration 5	1.0181e+13	2.8378e+10	1.1053e+09	7.4564e+08	4.4244e+04
iteration 5	1.8104e+13	3.2665e+10	1.3292e+09	8.0372e+08	6.7786e+03
iteration 4	1.8104e+06	0.0000e+00	1.0694e+05	8.6624e+05	5.8418e-02
iteration 4	3.2194e+06	0.0000e+00	2.7106e+05	1.7004e+06	1.4628e-01
iteration 4	5.7251e+06	0.0000e+00	6.6746e+05	3.0153e+06	3.1479e-01
iteration 4	1.0181e+07	0.0000e+00	1.4759e+06	4.8662e+06	6.1647e-01
iteration 4	1.8104e+07	0.0000e+00	2.9063e+06	7.3487e+06	1.1901e+00
iteration 4	3.2194e+07	0.0000e+00	5.2075e+06	1.0642e+07	2.3907e+00
iteration 4	5.7251e+07	3.5320e-02	8.6274e+06	1.5006e+07	5.1475e+00
iteration 4	1.0181e+08	5.2096e-01	1.3301e+07	2.0693e+07	1.2289e+01
iteration 3	1.8104e+08	6.3450e+00	1.9213e+07	2.7939e+07	3.3978e+01
iteration 3	3.2194e+08	7.7956e+01	2.6360e+07	3.7011e+07	1.1225e+02
iteration 3	5.7251e+08	9.0793e+02	3.4975e+07	4.7960e+07	4.3601e+02
iteration 3	1.0181e+09	1.0885e+04	4.5838e+07	6.1196e+07	1.8865e+03
iteration 3	1.8104e+09	1.2268e+05	6.0585e+07	7.7851e+07	8.4873e+03
iteration 3	3.2194e+09	1.2235e+06	8.1488e+07	9.9211e+07	3.6791e+04
iteration 3	5.7251e+09	1.0846e+07	1.0960e+08	1.2612e+08	1.4292e+05
iteration 3	1.0181e+10	7.0816e+07	1.4404e+08	1.5928e+08	4.6913e+05
iteration 3	1.8104e+10	2.8367e+08	1.8584e+08	1.9919e+08	1.2856e+06
iteration 3	3.2194e+10	7.2850e+08	2.3785e+08	2.4908e+08	2.9999e+06
iteration 3	5.7251e+10	1.3751e+09	3.1054e+08	3.2707e+08	6.1088e+06
iteration 3	1.0181e+11	2.1924e+09	3.8966e+08	3.9880e+08	1.1157e+07
iteration 3	1.8104e+11	3.2078e+09	5.0388e+08	5.2068e+08	1.9011e+07
iteration 3	3.2194e+11	4.6083e+09	6.7159e+08	6.9872e+08	3.1847e+07
iteration 4	5.7251e+11	6.6722e+09	8.9243e+08	9.1246e+08	5.6463e+07
iteration 4	1.0181e+12	9.5488e+09	1.0698e+09	9.9138e+08	1.1384e+08
iteration 5	1.8104e+12	1.3567e+10	1.2393e+09	9.6280e+08	2.4853e+08
iteration 5	3.2194e+12	1.9504e+10	1.2526e+09	8.6659e+08	4.7950e+08
iteration 5	5.7251e+12	2.8578e+10	1.3039e+09	8.2518e+08	4.2738e+08
iteration 5	1.0181e+13	3.5717e+10	1.4205e+09	8.4739e+08	1.8732e+07
iteration 5	1.8104e+13	4.1101e+10	1.7243e+09	9.5702e+08	4.4689e+04
iteration 3	1.8104e+06	0.0000e+00	1.0073e+05	8.0127e+05	2.0556e-02
iteration 3	3.2194e+06	0.0000e+00	2.4647e+05	1.5880e+06	5.5774e-02
iteration 3	5.7251e+06	0.0000e+00	6.0495e+05	2.8726e+06	1.2974e-01
iteration 4	1.0181e+07	0.0000e+00	1.3674e+06	4.7469e+06	2.7045e-01
iteration 4	1.8104e+07	0.0000e+00	2.7850e+06	7.3283e+06	5.4346e-01
iteration 4	3.2194e+07	0.0000e+00	5.1715e+06	1.0824e+07	1.1143e+00
iteration 4	5.7251e+07	0.0000e+00	8.8556e+06	1.5519e+07	2.3927e+00
iteration 4	1.0181e+08	0.0000e+00	1.4114e+07	2.1767e+07	5.5244e+00
iteration 3	1.8104e+08	1.2481e+00	2.1074e+07	2.9927e+07	1.4233e+01
iteration 3	3.2194e+08	1.5041e+01	2.9720e+07	4.0395e+07	4.2666e+01
iteration 3	5.7251e+08	1.8787e+02	4.0205e+07	5.3820e+07	1.5135e+02
iteration 3	1.0181e+09	2.2506e+03	5.2997e+07	7.0188e+07	6.1776e+02
iteration 3	1.8104e+09	2.7012e+04	6.9385e+07	9.0005e+07	2.7353e+03
iteration 3	3.2194e+09	2.9411e+05	9.1785e+07	1.1493e+08	1.2223e+04
iteration 3	5.7251e+09	2.7276e+06	1.2361e+08	1.4681e+08	5.1326e+04
iteration 3	1.0181e+10	2.1258e+07	1.6890e+08	1.8770e+08	1.9147e+05
iteration 3	1.8104e+10	1.2023e+08	2.2594e+08	2.3869e+08	6.1100e+05
iteration 3	3.2194e+10	4.4846e+08	2.9607e+08	3.0018e+08	1.6451e+06
iteration 3	5.7251e+10	1.1285e+09	3.8473e+08	3.7802e+08	3.8056e+06
iteration 3	1.0181e+11	2.1429e+09	5.0416e+08	4.8432e+08	7.8245e+06
iteration 3	1.8104e+11	3.4344e+09	6.5236e+08	6.2623e+08	1.4903e+07
iteration 3	3.2194e+11	4.9935e+09	8.7569e+08	8.4373e+08	2.7423e+07
iteration 3	5.7251e+11	7.0504e+09	1.1863e+09	1.1331e+09	5.0892e+07
iteration 4	1.0181e+12	9.9820e+09	1.5719e+09	1.4501e+09	9.9736e+07
iteration 4	1.8104e+12	1.4009e+10	1.8260e+09	1.4840e+09	2.1272e+08
iteration 5	3.2194e+12	1.9577e+10	2.0371e+09	1.4252e+09	4.4352e+08
iteration 5	5.7251e+12	2.7923e+10	2.1264e+09	1.3371e+09	7.4556e+08
iteration 5	1.0181e+13	4.0476e+10	2.2307e+09	1.2980e+09	5.5579e+08
iteration 5	1.8104e+13	5.0185e+10	2.4196e+09	1.3393e+09	2.2641e+07
iteration 3	1.8104e+06	0.0000e+00	9.5899e+04	7.3509e+05	6.8618e-03
iteration 3	3.2194e+06	0.0000e+00	2.2483e+05	1.4689e+06	2.0298e-02
iteration 3	5.7251e+06	0.0000e+00	5.4090e+05	2.7069e+06	5.1509e-02
iteration 4	1.0181e+07	0.0000e+00	1.2468e+06	4.5884e+06	1.1524e-01
iteration 4	1.8104e+07	0.0000e+00	2.6165e+06	7.2503e+06	2.4375e-01
iteration 4	3.2194e+07	0.0000e+00	5.0216e+06	1.0920e+07	5.1526e-01
iteration 4	5.7251e+07	0.0000e+00	8.8737e+06	1.5921e+07	1.1214e+00
iteration 4	1.0181e+08	0.0000e+00	1.4538e+07	2.2639e+07	2.5598e+00
iteration 4	1.8104e+08	0.0000e+00	2.2256e+07	3.1541e+07	6.3032e+00
iteration 4	3.2194e+08	3.1261e+00	3.2151e+07	4.3251e+07	1.7430e+01
iteration 4	5.7251e+08	3.7568e+01	4.4401e+07	5.8524e+07	5.6100e+01
iteration 3	1.0181e+09	4.7519e+02	5.9457e+07	7.8344e+07	2.1062e+02
iteration 3	1.8104e+09	5.8154e+03	7.8140e+07	1.0285e+08	8.9097e+02
iteration 3	3.2194e+09	6.9461e+04	1.0258e+08	1.3293e+08	4.0085e+03
iteration 3	5.7251e+09	7.2982e+05	1.3619e+08	1.7073e+08	1.7820e+04
iteration 3	1.0181e+10	6.2835e+06	1.8449e+08	2.1927e+08	7.3273e+04
iteration 3	1.8104e+10	4.2038e+07	2.5587e+08	2.8314e+08	2.6648e+05
iteration 3	3.2194e+10	2.0181e+08	3.4959e+08	3.6344e+08	8.3559e+05
iteration 3	5.7251e+10	7.0232e+08	4.6954e+08	4.6253e+08	2.2327e+06
iteration 3	1.0181e+11	1.7384e+09	6.1847e+08	5.8763e+08	5.1810e+06
iteration 3	1.8104e+11	3.3292e+09	8.1743e+08	7.6225e+08	1.0903e+07
iteration 4	3.2194e+11	5.3269e+09	1.1128e+09	1.0306e+09	2.1854e+07
iteration 3	5.7251e+11	7.6702e+09	1.5283e+09	1.3970e+09	4.3212e+07
iteration 3	1.0181e+12	1.0616e+10	2.0776e+09	1.8469e+09	8.6722e+07
iteration 4	1.8104e+12	1.4597e+10	2.7288e+09	2.3134e+09	1.8049e+08
iteration 4	3.2194e+12	2.0030e+10	3.0564e+09	2.2505e+09	3.9165e+08
iteration 5	5.7251e+12	2.7744e+10	3.4765e+09	2.2348e+09	7.4356e+08
iteration 5	1.0181e+13	3.9756e+10	3.5975e+09	2.1287e+09	1.0697e+09
iteration 5	1.8104e+13	5.7325e+10	3.7535e+09	2.1080e+09	6.1563e+08
